,0,1,2,3,4
0,0.0,0.0,0.0,1939.0,0.0
0,0.0,0.0,0.0,25685.0,0.0
0,0.0,0.0,0.0,271.0,0.0
0,0.0,0.0,0.0,1178.0,0.0
0,0.0,0.0,1.0,1868.0,0.0
0,0.0,0.0,0.0,1573.0,0.0
0,0.0,0.0,1.0,74.0,0.0
0,0.0,0.0,1.0,2059.0,0.0
0,0.0,0.0,0.0,61.0,0.0
0,0.0,0.0,0.0,370.0,0.0
0,0.0,0.0,1.0,2133.0,0.0
0,0.0,0.0,0.0,521.0,0.0
0,0.0,0.0,0.0,275.0,0.0
0,0.0,0.0,2.0,8346.0,0.0
0,0.0,0.0,1.0,1562.0,0.0
0,0.0,0.0,0.0,5831.0,0.0
0,5172.571428571428,7.0,9.0,43511.0,1.0
0,0.0,0.0,0.0,22.0,0.0
0,0.0,0.0,0.0,17929.0,0.0
0,0.0,0.0,0.0,724.0,0.0
0,0.0,0.0,0.0,908.0,0.0
0,0.0,0.0,0.0,475.0,0.0
0,0.0,0.0,0.0,139.0,0.0
0,202.0,1.0,3.0,92.0,1.0
0,0.0,0.0,2.0,799.0,0.0
0,0.0,0.0,0.0,12747.0,0.0
0,0.0,0.0,2.0,1045.0,0.0
